"cluster","cell_cluster","#cells","up_or_down","#genes","genes"
"39","23","144","up","1","ENSMUSG00000036275"
"40","23","144","down","4","ENSMUSG00000002204, ENSMUSG00000027359, ENSMUSG00000024661, ENSMUSG00000024866"
"41","24","142","up","1","ENSMUSG00000052534"
"42","24","142","down","3","ENSMUSG00000092341, ENSMUSG00000020044, ENSMUSG00000032758"
"43","25","142","down","1","ENSMUSG00000092341"
"44","26","139","up","3","ENSMUSG00000063458, ENSMUSG00000092341, ENSMUSG00000021490"
"45","26","139","down","4","ENSMUSG00000022708, ENSMUSG00000032758, ENSMUSG00000018339, ENSMUSG00000064339"
"46","27","136","up","1","ENSMUSG00000022132"
"47","27","136","down","2","ENSMUSG00000064341, ENSMUSG00000064370"
"48","28","136","up","6","ENSMUSG00000086324, ENSMUSG00000035202, ENSMUSG00000047454, ENSMUSG00000039145, ENSMUSG00000021665, ENSMUSG00000022748"
"49","28","136","down","3","ENSMUSG00000064339, ENSMUSG00000064337, ENSMUSG00000032758"
"50","29","134","up","3","ENSMUSG00000021054, ENSMUSG00000021759, ENSMUSG00000035472"
"51","29","134","down","2","ENSMUSG00000027513, ENSMUSG00000092341"
"52","30","128","up","1","ENSMUSG00000029304"
"53","30","128","down","1","ENSMUSG00000026576"
"54","31","123","up","1","ENSMUSG00000037815"
"55","32","117","up","1","ENSMUSG00000029447"
"56","32","117","down","3","ENSMUSG00000062908, ENSMUSG00000024661, ENSMUSG00000027359"
"57","33","116","up","1","ENSMUSG00000032216"
"58","33","116","down","1","ENSMUSG00000092341"
"59","34","115","up","1","ENSMUSG00000024386"
"60","34","115","down","8","ENSMUSG00000002204, ENSMUSG00000030945, ENSMUSG00000064363, ENSMUSG00000026576, ENSMUSG00000060002, ENSMUSG00000027513, ENSMUSG00000064341, ENSMUSG00000064345"
"61","35","113","up","1","ENSMUSG00000029467"
"62","35","113","down","1","ENSMUSG00000027513"
"63","36","112","up","3","ENSMUSG00000037820, ENSMUSG00000005881, ENSMUSG00000036427"
"64","37","112","up","1","ENSMUSG00000027562"
"65","37","112","down","5","ENSMUSG00000018339, ENSMUSG00000028307, ENSMUSG00000063856, ENSMUSG00000032758, ENSMUSG00000039145"
"66","38","110","up","2","ENSMUSG00000030747, ENSMUSG00000020326"
"67","38","110","down","3","ENSMUSG00000032758, ENSMUSG00000002204, ENSMUSG00000024953"
"68","39","105","up","2","ENSMUSG00000036273, ENSMUSG00000047888"
"69","40","99","up","1","ENSMUSG00000022136"
"70","40","99","down","3","ENSMUSG00000024661, ENSMUSG00000059412, ENSMUSG00000064351"
"71","41","97","up","3","ENSMUSG00000051177, ENSMUSG00000092341, ENSMUSG00000021490"
"72","41","97","down","2","ENSMUSG00000032758, ENSMUSG00000020044"
"73","42","97","up","2","ENSMUSG00000018211, ENSMUSG00000028017"
"74","42","97","down","3","ENSMUSG00000064345, ENSMUSG00000026576, ENSMUSG00000064363"
"75","43","92","up","1","ENSMUSG00000025732"
"76","43","92","down","2","ENSMUSG00000060002, ENSMUSG00000026576"
"77","44","92","up","1","ENSMUSG00000022751"
"78","44","92","down","5","ENSMUSG00000028307, ENSMUSG00000024661, ENSMUSG00000027359, ENSMUSG00000015401, ENSMUSG00000022323"
"79","45","91","up","1","ENSMUSG00000021546"
"80","45","91","down","3","ENSMUSG00000031818, ENSMUSG00000064345, ENSMUSG00000064363"
"81","46","90","up","3","ENSMUSG00000030562, ENSMUSG00000092341, ENSMUSG00000018339"
"82","46","90","down","1","ENSMUSG00000032758"
"83","47","88","up","2","ENSMUSG00000076609, ENSMUSG00000095079"
"84","47","88","down","2","ENSMUSG00000064339, ENSMUSG00000064337"
"85","48","86","up","1","ENSMUSG00000030218"
"86","48","86","down","1","ENSMUSG00000064339"
"87","49","83","up","1","ENSMUSG00000008575"
"88","50","82","up","1","ENSMUSG00000030647"
"89","50","82","down","2","ENSMUSG00000002204, ENSMUSG00000026576"
"90","51","81","up","1","ENSMUSG00000062515"
"91","52","79","up","1","ENSMUSG00000030538"
"92","52","79","down","4","ENSMUSG00000039145, ENSMUSG00000024953, ENSMUSG00000024661, ENSMUSG00000028307"
"93","53","78","up","2","ENSMUSG00000026393, ENSMUSG00000022186"
"94","53","78","down","6","ENSMUSG00000059412, ENSMUSG00000030945, ENSMUSG00000063856, ENSMUSG00000027359, ENSMUSG00000018339, ENSMUSG00000031818"
"95","54","47","up","2","ENSMUSG00000025403, ENSMUSG00000029648"
"96","54","47","down","2","ENSMUSG00000064370, ENSMUSG00000024661"
"97","55","46","up","1","ENSMUSG00000042032"
"98","56","41","up","2","ENSMUSG00000032966, ENSMUSG00000018770"
"99","57","36","up","2","ENSMUSG00000076609, ENSMUSG00000095079"
"100","58","29","up","1","ENSMUSG00000020954"
"101","59","26","up","1","ENSMUSG00000049252"
"102","59","26","down","1","ENSMUSG00000092341"
