"cluster","cell_cluster","#cells","up_or_down","#genes","genes"
"35","20","189","up","1","ENSG00000198695"
"36","20","189","down","5","ENSG00000211445, ENSG00000198938, ENSG00000198712, ENSG00000210082, ENSG00000136872"
"37","21","170","up","1","ENSG00000162496"
"38","21","170","down","1","ENSG00000210082"
"39","22","155","up","2","ENSG00000185345, ENSG00000165813"
"40","23","152","up","2","ENSG00000130748, ENSG00000124783"
"41","23","152","down","4","ENSG00000251562, ENSG00000210082, ENSG00000137731, ENSG00000198712"
"42","24","152","down","1","ENSG00000089220"
"43","25","143","up","1","ENSG00000091138"
"44","25","143","down","3","ENSG00000210082, ENSG00000251562, ENSG00000198712"
"45","26","142","up","1","ENSG00000255302"
"46","26","142","down","6","ENSG00000251562, ENSG00000198804, ENSG00000164825, ENSG00000198938, ENSG00000137731, ENSG00000143153"
"47","27","138","up","1","ENSG00000171222"
"48","27","138","down","4","ENSG00000251562, ENSG00000210082, ENSG00000198938, ENSG00000198712"
"49","28","133","up","1","ENSG00000147862"
"50","28","133","down","2","ENSG00000210082, ENSG00000198712"
"51","29","132","up","1","ENSG00000114933"
"52","29","132","down","1","ENSG00000198840"
"53","30","131","up","1","ENSG00000090905"
"54","30","131","down","4","ENSG00000210082, ENSG00000198712, ENSG00000183747, ENSG00000251562"
"55","31","124","up","1","ENSG00000108588"
"56","31","124","down","4","ENSG00000251562, ENSG00000198712, ENSG00000066813, ENSG00000210082"
"57","32","123","up","1","ENSG00000209082"
"58","32","123","down","2","ENSG00000066813, ENSG00000251562"
"59","33","119","up","1","ENSG00000165916"
"60","33","119","down","4","ENSG00000251562, ENSG00000210082, ENSG00000198712, ENSG00000137154"
"61","34","116","up","1","ENSG00000144824"
"62","34","116","down","4","ENSG00000210082, ENSG00000198712, ENSG00000251562, ENSG00000198763"
"63","35","110","up","5","ENSG00000113073, ENSG00000167580, ENSG00000074410, ENSG00000172005, ENSG00000161016"
"64","35","110","down","2","ENSG00000136872, ENSG00000211445"
"65","36","109","up","2","ENSG00000204388, ENSG00000104327"
"66","36","109","down","5","ENSG00000198804, ENSG00000143153, ENSG00000164825, ENSG00000137731, ENSG00000211445"
"67","37","108","up","2","ENSG00000133318, ENSG00000104765"
"68","38","102","up","1","ENSG00000114779"
"69","38","102","down","2","ENSG00000089220, ENSG00000136872"
"70","39","99","up","1","ENSG00000204463"
"71","39","99","down","3","ENSG00000251562, ENSG00000210082, ENSG00000198712"
"72","40","94","up","1","ENSG00000074527"
"73","40","94","down","4","ENSG00000251562, ENSG00000198712, ENSG00000210082, ENSG00000198938"
"74","41","78","up","2","ENSG00000258644, ENSG00000198363"
"75","42","71","up","12","ENSG00000234456, ENSG00000151490, ENSG00000128567, ENSG00000166033, ENSG00000168743, ENSG00000113578, ENSG00000182718, ENSG00000137831, ENSG00000136156, ENSG00000166710, ENSG00000196549, ENSG00000092841"
"76","42","71","down","6","ENSG00000198712, ENSG00000210082, ENSG00000198938, ENSG00000163453, ENSG00000211459, ENSG00000198899"
"77","43","69","up","1","ENSG00000135678"
"78","43","69","down","4","ENSG00000164825, ENSG00000251562, ENSG00000198712, ENSG00000210082"
"79","44","27","up","2","ENSG00000149547, ENSG00000080824"
